File,Target,ShotNumber,Distance(m),LaserPower,SpectrumTotal,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,Total,SiO2_RMSEP,TiO2_RMSEP,Al2O3_RMSEP,FeOT_RMSEP,MgO_RMSEP,CaO_RMSEP,Na2O_RMSEP,K2O_RMSEP,labels
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,8,3.5574,100A/95A/95A,2.00E+14,46.268637,0.80675535,12.202615,17.152719,7.3849897,8.0527428,3.207676,0.52557513,95.601709,4.9695482,0.45101562,3.5604403,3.7397244,2.1718478,2.5256336,0.63371843,0.67111945,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,9,3.5574,100A/95A/95A,1.92E+14,47.041284,0.79316033,16.274596,15.853013,6.6420901,8.5675875,3.7280849,0.47811741,99.377934,4.9536691,0.44596291,3.6582446,3.5231304,2.0641561,2.6405549,0.66871548,0.65196925,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,10,3.5574,100A/95A/95A,1.92E+14,47.173418,0.76186546,16.808778,14.584867,6.4067413,8.3678131,4.2857315,0.46450461,98.853719,4.9520268,0.4381465,3.6689508,3.3289866,2.0321798,2.5976021,0.74066263,0.64461088,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,11,3.5574,100A/95A/95A,1.71E+14,51.302471,0.69536917,18.529615,13.240494,5.0992572,8.1702187,4.6590068,0.53646772,102.2329,4.9958944,0.42150801,3.6871123,3.135586,1.8664068,2.5534759,0.81636113,0.67498809,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,12,3.5574,100A/95A/95A,1.41E+14,50.9523,0.7190725,19.445093,13.829982,4.626066,7.9678811,4.2081956,0.39466493,102.14325,4.9861798,0.4272089,3.6952214,3.2201638,1.8129166,2.5070009,0.72678638,0.61924875,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,13,3.5574,100A/95A/95A,1.16E+14,48.981739,0.68833424,19.796194,12.823549,5.4377375,8.3455623,4.6268224,0.48645131,101.18639,4.9498534,0.41856787,3.7005675,3.0752995,1.9070399,2.5931895,0.80978018,0.65564847,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,14,3.5574,100A/95A/95A,1.36E+14,51.015057,0.68054751,18.753649,13.535215,5.7876142,7.8285285,4.124264,0.42623815,102.15111,4.9881225,0.41562775,3.6886368,3.1785469,1.950577,2.4741876,0.71274376,0.63357329,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,15,3.5574,100A/95A/95A,1.22E+14,50.922578,0.68596583,20.004951,12.787221,3.860684,9.108547,4.4053915,0.40020221,102.17554,4.9853468,0.41856787,3.7044313,3.0709758,1.7313588,2.7489593,0.76343375,0.62271565,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,16,3.5574,100A/95A/95A,1.48E+14,49.738862,0.67950737,19.264391,12.85796,5.114335,8.9189671,4.8192459,0.46598815,101.85926,4.9600863,0.41562775,3.6931131,3.0810649,1.8675704,2.7118251,0.85156548,0.64829004,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,17,3.5574,100A/95A/95A,1.43E+14,50.690676,0.67730819,16.965807,14.052796,4.9514944,8.0668465,3.9376105,0.32145132,99.66399,4.9796181,0.41562775,3.6717222,3.2518618,1.8489538,2.530292,0.68921274,0.59513533,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,18,3.5574,100A/95A/95A,1.61E+14,49.506686,0.64663448,17.631642,13.917311,6.0197234,7.7252632,3.8602839,0.30873215,99.616276,4.9564528,0.40646353,3.6801312,3.2330842,1.980051,2.449713,0.6805734,0.59189731,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,19,3.5574,100A/95A/95A,3.16E+14,45.101766,0.90936944,10.496379,18.451077,7.2490981,8.4145984,2.1908278,0.49593476,93.309052,5.0107007,0.47447067,3.5312335,3.9670465,2.1521885,2.6064274,0.61962491,0.65951371,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,20,3.5574,100A/95A/95A,3.44E+14,45.085534,0.79820576,12.104805,17.905398,6.1284859,9.0029234,2.6262142,0.67898852,94.330554,5.0112143,0.44848928,3.5588031,3.8724747,1.9945666,2.7274969,0.61069465,0.73124003,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,21,3.5574,100A/95A/95A,1.98E+14,48.046172,0.69544954,19.133367,13.936696,5.0119137,10.241549,4.2823918,0.60465676,101.9522,4.9459348,0.42150801,3.6917009,3.2359629,1.855935,2.9387627,0.73885894,0.69865453,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,22,3.5574,100A/95A/95A,1.91E+14,50.114949,0.60495157,19.183773,12.347615,4.7807076,9.6892356,5.124129,0.72955716,102.57492,4.9666185,0.39041528,3.6922441,3.0073583,1.8295535,2.8522394,0.91290468,0.75204062,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,23,3.5574,100A/95A/95A,1.96E+14,49.951991,0.57931426,17.72838,13.136459,5.3528403,9.6708746,4.6248898,0.58256831,101.62732,4.9634037,0.38364685,3.6810586,3.1212442,1.8960491,2.848804,0.80758649,0.6905939,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,24,3.5574,100A/95A/95A,1.73E+14,50.761883,0.5836544,19.104565,12.372745,4.6736126,9.6674908,4.9337222,0.73928321,102.83696,4.9811869,0.38364685,3.6914499,3.010262,1.8173531,2.848804,0.87513685,0.75624466,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,25,3.5574,100A/95A/95A,1.63E+14,51.058517,0.57878944,19.36878,12.3134,4.2228022,9.8809701,4.4655123,0.74266494,102.63144,4.9892325,0.38364685,3.694308,3.0015509,1.7685914,2.8831737,0.77559775,0.75624466,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,26,3.5574,100A/95A/95A,1.45E+14,51.674893,0.59020971,18.962604,13.012659,4.3914953,9.4025602,4.5016184,0.76258957,103.29863,5.0063634,0.38703108,3.6902852,3.1025984,1.786581,2.8022258,0.78181374,0.76475054,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,27,3.5574,100A/95A/95A,1.55E+14,51.850246,0.60166982,19.488906,12.875956,4.5467355,9.2323107,4.0836509,0.58636727,103.26584,5.012064,0.39041528,3.6958032,3.0839477,1.8040437,2.7710006,0.70694923,0.69462419,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,28,3.5574,100A/95A/95A,1.36E+14,53.012833,0.59013379,20.087681,12.145737,4.3835904,8.8870215,4.6378471,0.71387083,104.45871,5.050303,0.38703108,3.706367,2.9782782,1.7855228,2.7059484,0.81197381,0.74372035,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,29,3.5574,100A/95A/95A,1.36E+14,51.673892,0.5874287,19.654459,12.895792,4.237852,9.1215665,4.6820988,0.73066706,103.58376,5.0063634,0.38703108,3.6981304,3.0868213,1.7707078,2.7507961,0.82076669,0.75204062,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,30,3.5574,100A/95A/95A,1.07E+14,53.413227,0.59693328,21.119882,11.411034,3.6486094,8.9835844,4.6820401,0.59809348,104.4534,5.0642495,0.39041528,3.7403703,2.8695765,1.7101347,2.7235787,0.82076669,0.69865453,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,31,3.5574,100A/95A/95A,1.18E+14,53.17717,0.57221821,20.829755,11.810557,4.1957358,9.0524872,4.9190819,0.74493508,105.30194,5.0561237,0.38026261,3.7286887,2.9285257,1.766475,2.7372913,0.87303424,0.75624466,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,32,3.5574,100A/95A/95A,1.22E+14,52.458921,0.59719131,20.52859,11.684671,3.9005661,9.5286592,4.716156,0.62919998,104.04395,5.0314713,0.39041528,3.718369,2.9093888,1.7354014,2.8247564,0.82959569,0.71074539,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,33,3.5574,100A/95A/95A,1.08E+14,53.146306,0.58890071,20.998164,12.040562,3.9289906,8.6116033,4.459425,0.65810399,104.43206,5.0550966,0.38703108,3.7351589,2.9621921,1.7384334,2.6488848,0.77353829,0.72291982,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,34,3.5574,100A/95A/95A,1.32E+14,51.625846,0.59209055,19.233005,14.022712,5.6011599,8.5601992,4.5525305,0.68803884,104.87558,5.0050969,0.38703108,3.6927872,3.2475259,1.926579,2.6384726,0.7924118,0.73540014,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,35,3.5574,100A/95A/95A,1.22E+14,53.365571,0.59271759,20.877281,11.405048,3.9235946,9.0188036,5.0098056,0.76858687,104.96141,5.0628233,0.38703108,3.7305572,2.8695765,1.7374227,2.7314146,0.89162278,0.76900345,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,36,3.5574,100A/95A/95A,2.10E+14,49.966033,0.68342486,19.702997,12.804774,4.6053888,10.139377,4.9290119,0.53967071,103.37068,4.9637194,0.41562775,3.6988578,3.072417,1.8106984,2.9238231,0.87513685,0.67498809,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,37,3.5574,100A/95A/95A,1.77E+14,49.916878,0.62774498,19.558548,11.802598,4.9823521,9.8975073,5.0362897,0.77382102,102.59574,4.9629297,0.40017059,3.6968215,2.9270535,1.8524444,2.8863809,0.89754987,0.76900345,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,38,3.5574,100A/95A/95A,1.80E+14,49.750167,0.62915451,19.788838,11.737674,4.5371987,10.791798,5.2947117,0.74513568,103.27468,4.9602442,0.40017059,3.7003744,2.918221,1.8029345,3.015075,0.94209397,0.76049757,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,39,3.5574,100A/95A/95A,1.94E+14,48.151706,0.69929637,18.953766,13.222479,6.5823758,9.5625559,4.3193539,0.46031143,101.95184,4.9457555,0.42150801,3.690202,3.1327183,2.055723,2.8299096,0.7460739,0.64461088,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,40,3.5574,100A/95A/95A,2.04E+14,47.408459,0.66483372,18.237862,13.241331,6.4138257,9.9751648,4.3379229,0.62499718,100.9044,4.9489946,0.40955675,3.6851652,3.135586,2.0321798,2.8992102,0.7498647,0.70671511,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,41,3.5574,100A/95A/95A,1.96E+14,49.64577,0.65860554,19.035768,12.319781,4.5354806,10.361542,4.1147169,0.65874624,101.33041,4.9586644,0.40955675,3.6909509,3.0030029,1.8029345,2.9566748,0.71126592,0.72291982,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,42,3.5574,100A/95A/95A,1.57E+14,50.747643,0.64701679,19.22096,13.436833,4.7245205,9.5787907,4.1373456,0.694003,103.18711,4.9809628,0.40646353,3.6926787,3.1642265,1.8228987,2.8333449,0.71569961,0.73540014,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,43,3.5574,100A/95A/95A,2.19E+14,48.519914,0.75554687,18.396977,12.88773,5.4718046,10.331426,4.6961803,0.55340362,101.61298,4.946301,0.4381465,3.6862373,3.0853872,1.9107034,2.9522083,0.82518113,0.67885667,3
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,44,3.5574,100A/95A/95A,1.48E+14,49.009413,0.66323875,19.783158,11.638279,5.0732235,9.5461557,4.9014952,0.65387333,101.26884,4.9500852,0.40955675,3.7001812,2.9035003,1.8629162,2.828192,0.86882889,0.71880603,0
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,45,3.5574,100A/95A/95A,1.85E+14,49.474044,0.64443114,19.922606,12.661162,4.9451051,10.261121,4.9165993,0.84962516,103.67469,4.955821,0.40337029,3.7028859,3.0522385,1.8489538,2.9417505,0.87303424,0.80319583,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,46,3.5574,100A/95A/95A,2.15E+14,48.759653,0.62779318,18.470505,13.181555,5.8361472,10.471564,4.4534865,0.71929789,102.52,4.9481544,0.40017059,3.6867063,3.1269813,1.9569844,2.9719217,0.77147889,0.74788046,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,47,3.5574,100A/95A/95A,1.61E+14,50.667062,0.65287672,18.926134,12.996271,4.4181204,9.3776415,4.391339,0.74767442,102.17712,4.9791698,0.40646353,3.6900356,3.1011641,1.7897556,2.7985523,0.7594623,0.76049757,1
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,48,3.5574,100A/95A/95A,1.78E+14,48.84477,0.67866765,18.563263,12.921477,4.9753192,10.109457,4.5853854,0.69502819,101.37337,4.9487724,0.41562775,3.6873202,3.08969,1.8524444,2.9193413,0.80106175,0.73956031,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,49,3.5574,100A/95A/95A,1.87E+14,48.483882,0.6359641,19.016694,12.814635,5.9093518,10.617481,4.5633576,0.68263637,102.724,4.945992,0.40337029,3.6907845,3.0738583,1.9659547,2.992713,0.79456985,0.73124003,2
CL5_399180965CCS_F0030078CCAM03019P3.SAV,Beechey,50,3.5574,100A/95A/95A,1.97E+14,48.760757,0.62722358,18.624665,12.969955,6.0037349,10.038838,4.5651119,0.62612779,102.21641,4.9481544,0.40017059,3.687736,3.0968614,1.977488,2.9088323,0.79673374,0.71074539,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,1,3.5574,100A/95A/95A,1.83E+14,49.051789,1.1464188,11.789622,19.474477,7.3939098,6.6733606,3.3518883,1.0810113,99.962477,4.9503942,0.52691042,3.5538785,4.1387472,2.1733708,2.1730652,0.64218324,0.90173441,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,2,3.5574,100A/95A/95A,4.58E+14,46.075916,1.1661621,8.7228656,20.421508,8.6425888,6.1337283,2.3742293,0.49213619,94.029134,4.9742408,0.53142071,3.4606733,4.2809057,2.3716369,2.0206168,0.61270636,0.65564847,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,3,3.5574,100A/95A/95A,3.94E+14,48.055055,0.96223816,11.939889,18.71039,6.8644002,6.9938146,3.1369026,0.7154877,97.378178,4.9459167,0.48550186,3.556241,4.0119114,2.0950768,2.2602286,0.62971663,0.74788046,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,4,3.5574,100A/95A/95A,3.05E+14,52.519768,0.762725,15.510562,17.20345,4.3543615,6.2634326,4.5647302,1.0753825,102.25441,5.0335255,0.4381465,3.6393673,3.7483976,1.7823482,2.0579488,0.79456985,0.90173441,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,5,3.5574,100A/95A/95A,2.57E+14,53.330102,0.70630812,15.915199,17.137488,2.7647385,5.1456017,5.2853822,1.2690443,101.55386,5.0613976,0.42441636,3.649986,3.7379899,1.6263772,1.7367312,0.94209397,0.97868347,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,6,3.5574,100A/95A/95A,2.83E+14,54.664231,0.71149014,16.157957,16.154392,2.2367477,5.0104915,5.6039711,1.121526,101.66081,5.1091304,0.42441636,3.6557326,3.5714984,1.5812037,1.6963463,0.98219621,0.9184618,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,7,3.5574,100A/95A/95A,2.87E+14,55.042306,0.75460276,16.714916,15.683148,2.9197899,5.2536329,5.4029438,1.3366336,103.10797,5.122818,0.43549275,3.667218,3.4960144,1.6408771,1.7656209,0.95827532,1.0050229,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,8,3.5574,100A/95A/95A,2.89E+14,55.02766,0.83133362,16.613605,15.641871,2.9147382,5.026512,5.2414519,1.2867599,102.58393,5.1224589,0.45589054,3.6653371,3.4897685,1.6399533,1.7020633,0.9340443,0.98641729,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,9,3.5574,100A/95A/95A,2.25E+14,53.502756,0.79010823,17.221452,15.841704,3.4110985,5.4534551,5.3445272,1.2839436,102.84905,5.0674577,0.44596291,3.6753123,3.5215352,1.6868922,1.8236324,0.94970834,0.98255032,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,10,3.5574,100A/95A/95A,3.02E+14,55.46795,0.75189945,16.797,14.885001,2.0579986,5.3919169,5.5276456,1.0938878,101.9733,5.138247,0.43549275,3.6687775,3.3749812,1.5660341,1.8061762,0.97461909,0.90591627,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,11,3.5574,100A/95A/95A,2.79E+14,55.748974,0.74619086,17.690369,13.462021,1.6438002,5.4060557,5.7456228,1.2376512,101.68068,5.1481786,0.43549275,3.6806877,3.1670907,1.5322005,1.8119949,0.99841583,0.96708286,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,12,3.5574,100A/95A/95A,2.42E+14,54.993403,0.72582498,16.307814,14.936784,3.1807204,6.7320966,4.6765414,0.89804416,102.45123,5.1210237,0.43000147,3.6591582,3.3824191,1.6648968,2.1895471,0.82076669,0.82471693,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,13,3.5574,100A/95A/95A,2.78E+14,56.202815,0.73319582,16.417285,14.556345,2.9248945,5.7816068,5.2001068,1.2179248,103.03417,5.1637983,0.43000147,3.6614943,3.3260612,1.6408771,1.9195476,0.92722696,0.95925117,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,14,3.5574,100A/95A/95A,2.57E+14,56.635611,0.75673188,17.817838,12.829202,2.2755322,5.7730144,5.2426038,1.2383208,102.56885,5.1787252,0.4381465,3.6818936,3.076741,1.5845748,1.9166455,0.9340443,0.96708286,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,15,3.5574,100A/95A/95A,2.74E+14,56.099257,0.75919125,17.063187,13.900929,2.4996755,5.6992301,5.3925504,1.3297221,102.74374,5.1603274,0.4381465,3.6730146,3.2302129,1.6034181,1.8963305,0.9568789,1.0013778,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,16,3.5574,100A/95A/95A,2.54E+14,56.904244,0.7207176,17.614597,12.591612,2.0539852,5.7335353,5.6225276,1.5454935,102.78671,5.1872549,0.4272089,3.6799455,3.0421493,1.5651914,1.9050369,0.98435879,1.075045,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,17,3.5574,100A/95A/95A,2.64E+14,56.979722,0.69837272,17.769141,12.37987,1.6261206,5.7447506,5.8038193,1.403837,102.40563,5.1898794,0.42150801,3.6814299,3.011714,1.5313988,1.9079391,1.0038223,1.0266031,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,18,3.5574,100A/95A/95A,2.76E+14,55.081415,0.79602798,17.23833,14.681177,3.1024942,6.5834071,5.0556487,1.0872832,103.62578,5.1242533,0.44848928,3.6755993,3.3437409,1.6575061,2.1482573,0.90149051,0.90591627,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,19,3.5574,100A/95A/95A,2.98E+14,55.994238,0.74089805,16.498846,14.106843,3.0300075,6.1355503,5.2951351,1.1391367,102.94065,5.1565089,0.432794,3.6631122,3.2605343,1.6510392,2.0234885,0.94369847,0.92682552,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,20,3.5574,100A/95A/95A,2.51E+14,55.862788,0.78647152,16.857044,14.292154,3.3317279,6.4607428,5.0300801,1.2161871,103.8372,5.1519971,0.44596291,3.669817,3.2865672,1.6791635,2.1144269,0.89557952,0.95925117,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,21,3.5574,100A/95A/95A,2.63E+14,56.475895,0.74700167,16.820332,13.154779,3.1461792,6.1363096,5.460786,1.2877773,103.22906,5.1734762,0.43549275,3.6691239,3.1226785,1.6621253,2.0234885,0.96618348,0.98641729,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,22,3.5574,100A/95A/95A,2.60E+14,57.47069,0.73384407,17.365904,12.359265,2.2727997,6.1905167,5.6370841,1.3413949,103.3715,5.2054176,0.43000147,3.6772137,3.0088103,1.583732,2.037847,0.98652142,1.0050229,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,23,3.5574,100A/95A/95A,2.51E+14,56.724154,0.71466913,16.897298,12.773077,2.9374149,6.6136568,5.0458408,1.329084,103.03519,5.1813498,0.42441636,3.6705103,3.0680931,1.6427248,2.1565835,0.89952022,1.0013778,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,24,3.5574,100A/95A/95A,2.63E+14,57.461595,0.7364912,16.971506,12.218511,2.5938536,6.1532378,5.6469045,1.3690363,103.15114,5.2051153,0.432794,3.6717222,2.9884841,1.6113656,2.0263603,0.98760271,1.0159584,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,25,3.5574,100A/95A/95A,2.54E+14,57.106314,0.71314436,17.596738,11.741705,1.9100099,6.4477408,5.808026,1.1793008,102.50298,5.1941442,0.42441636,3.6798527,2.918221,1.5538471,2.1116076,1.0049037,0.94306362,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,26,3.5574,100A/95A/95A,2.32E+14,57.513585,0.72040311,18.068817,11.90239,2.2618733,6.80813,5.7733999,1.368486,104.41708,5.206625,0.4272089,3.6839118,2.9417186,1.5828893,2.2115228,1.0005784,1.0159584,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,27,3.5574,100A/95A/95A,2.58E+14,55.5507,0.73407368,16.665308,13.423361,3.1338722,6.4178051,5.3590351,1.2723449,102.5565,5.1411171,0.43000147,3.6665249,3.1613626,1.6602777,2.1031501,0.95268977,0.97868347,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,28,3.5574,100A/95A/95A,2.73E+14,56.582851,0.70452164,16.351631,12.889171,3.3395218,6.1561535,5.5795019,1.2405019,102.84385,5.1767569,0.42150801,3.6600716,3.0853872,1.6801295,2.029232,0.98003352,0.96708286,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,29,3.5574,100A/95A/95A,2.54E+14,56.908221,0.72189787,16.731005,13.248351,2.8679912,6.8313226,5.3554706,1.4200794,104.08434,5.187583,0.4272089,3.6675644,3.137018,1.6362579,2.2170167,0.95268977,1.0333724,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,30,3.5574,100A/95A/95A,2.62E+14,56.942628,0.71623867,16.595474,12.863595,2.7012909,7.1507465,5.4646178,1.2615765,103.69617,5.1885672,0.4272089,3.6651347,3.0810649,1.621079,2.3027763,0.96618348,0.97481662,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,31,3.5574,100A/95A/95A,2.28E+14,57.078969,0.69285944,17.660829,11.649316,2.3496183,7.2645867,5.8522702,1.3926305,103.94108,5.1931601,0.41856787,3.6804094,2.9049723,1.5904741,2.3316238,1.0092289,1.0232183,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,32,3.5574,100A/95A/95A,2.29E+14,57.758253,0.6988204,17.329491,11.826505,2.2434617,7.096285,5.8351885,1.3644365,104.15244,5.2141714,0.42150801,3.6767492,2.9314697,1.5812037,2.2894802,1.0081476,1.0123132,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,33,3.5574,100A/95A/95A,2.31E+14,57.575341,0.69381612,17.746242,11.475117,2.2225291,7.2140651,5.8231103,1.2719604,104.02218,5.2087379,0.41856787,3.6812444,2.879936,1.5795182,2.3187315,1.005985,0.97868347,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,34,3.5574,100A/95A/95A,2.32E+14,57.118483,0.68457536,17.448084,11.866275,2.4388509,7.4762382,5.6902001,1.2618498,103.98456,5.1944723,0.41562775,3.6781423,2.9373314,1.5981199,2.387928,0.99192798,0.97481662,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,35,3.5574,100A/95A/95A,2.40E+14,56.761761,0.69070959,17.304979,12.095706,2.3160587,7.2222121,5.7293376,1.1891724,103.30994,5.182662,0.41856787,3.6764011,2.9709663,1.5879458,2.3213868,0.99625319,0.94711053,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,36,3.5574,100A/95A/95A,2.16E+14,57.045163,0.69766757,17.476857,12.985565,2.5641512,7.2615853,5.543294,1.2115854,104.78587,5.1921759,0.42150801,3.6784906,3.0997298,1.6087164,2.3316238,0.97570831,0.95520431,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,37,3.5574,100A/95A/95A,2.29E+14,55.682246,0.70853649,16.057795,15.138757,3.9933121,8.0617749,4.8624032,1.3167624,105.82159,5.1457491,0.42441636,3.6534488,3.4126787,1.7444974,2.5279627,0.86023706,0.99773264,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,38,3.5574,100A/95A/95A,2.59E+14,55.066273,0.72353669,14.871608,16.494717,4.3640662,7.8344252,4.6141335,1.316788,105.28555,5.1238942,0.4272089,3.6216393,3.627562,1.7834064,2.4741876,0.80539286,0.99773264,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,39,3.5574,100A/95A/95A,2.62E+14,54.890922,0.71727154,15.287547,16.490207,4.5130143,7.273941,4.4916327,1.1868481,104.85138,5.1174355,0.4272089,3.6333671,3.627562,1.7996072,2.3341832,0.77971655,0.94711053,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,40,3.5574,100A/95A/95A,2.50E+14,55.468088,0.68638798,15.385613,15.398028,3.9132352,7.3778221,4.7936342,1.1645058,104.18731,5.138247,0.41856787,3.6361322,3.4524393,1.736412,2.3623352,0.84500992,0.93496984,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,41,3.5574,100A/95A/95A,2.49E+14,54.84248,0.69847872,16.104861,14.875004,3.4454367,7.7994591,4.7323381,1.1593608,103.65742,5.1156402,0.42150801,3.6543624,3.3734934,1.6907566,2.4668453,0.831801,0.93496984,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,42,3.5574,100A/95A/95A,2.37E+14,54.649998,0.68363264,16.001697,14.986881,3.2910311,8.4240937,5.048767,0.91852975,104.00463,5.1087689,0.41562775,3.6519842,3.3898971,1.6752992,2.6086338,0.89952022,0.83333683,1
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,43,3.5574,100A/95A/95A,2.18E+14,55.884692,0.6722416,16.239665,14.271157,2.8448104,8.1762273,5.2197442,1.0911168,104.39965,5.1526909,0.41264999,3.6575596,3.2836602,1.6334864,2.5556822,0.93063563,0.90591627,3
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,44,3.5574,100A/95A/95A,2.29E+14,55.239684,0.6725859,16.299526,14.233743,2.8728513,8.083969,5.0839233,0.94143537,103.42772,5.1299939,0.41264999,3.6589298,3.2778785,1.6362579,2.5326209,0.90534872,0.84195668,0
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,45,3.5574,100A/95A/95A,2.44E+14,55.967494,0.67396431,16.053066,14.3449,3.2987782,8.8708622,5.0335161,1.0513973,105.29398,5.1558151,0.41264999,3.6532204,3.2938807,1.6762652,2.7020304,0.89557952,0.88908339,2
CL5_399181027CCS_F0030078CCAM03019P3.SAV,Beechey,46,3.5574,100A/95A/95A,2.06E+14,56.246049,0.72741672,16.206582,14.739683,3.0153388,6.5335297,5.2279199,1.1911142,103.88763,5.165534,0.43000147,3.6568744,3.3526669,1.6501155,2.1341612,0.93233991,0.94711053,1
